Year,Month,City,Manufacturer,Vehicle Model,Units Sold,Speed (km/h),Range (km/charge),Price (INR)
2022,May,Chennai,TVS,450X,4246,49,104,140335
2022,May,Chennai,TVS,S1 Pro,2847,50,72,104356
2022,May,Chennai,TVS,Photon HX,2709,76,74,80998
2022,May,Chennai,TVS,Chetak,4613,100,62,136288
2022,May,Chennai,TVS,iQube,1307,76,86,77787
2022,May,Kolkata,Ather,450X,3678,59,63,138894
2022,May,Kolkata,Ather,S1 Pro,4147,82,98,105605
2022,May,Kolkata,Ather,Photon HX,2184,81,77,142269
2022,May,Kolkata,Ather,Chetak,2276,84,97,143233
2022,May,Kolkata,Ather,iQube,4026,82,62,51559
2022,May,Kolkata,Ola Electric,450X,4274,46,78,126919
2022,May,Kolkata,Ola Electric,S1 Pro,3826,78,97,115757
2022,May,Kolkata,Ola Electric,Photon HX,1693,48,127,99332
2022,May,Kolkata,Ola Electric,Chetak,4520,67,118,128745
2022,May,Kolkata,Ola Electric,iQube,4092,61,116,120107
2022,May,Kolkata,Hero Electric,450X,4260,56,79,94787
2022,May,Kolkata,Hero Electric,S1 Pro,2997,100,77,105319
2022,May,Kolkata,Hero Electric,Photon HX,788,75,114,55044
2022,May,Kolkata,Hero Electric,Chetak,3243,85,72,67639
2022,May,Kolkata,Hero Electric,iQube,596,89,99,72002
2022,May,Kolkata,Bajaj,450X,1393,49,92,86054
2022,May,Kolkata,Bajaj,S1 Pro,1537,60,103,85658
2022,May,Kolkata,Bajaj,Photon HX,4754,59,84,86020
2022,May,Kolkata,Bajaj,Chetak,1092,78,76,143513
2022,May,Kolkata,Bajaj,iQube,2866,99,70,95168
2022,May,Kolkata,TVS,450X,1041,98,97,117479
2022,May,Kolkata,TVS,S1 Pro,4085,83,63,80502
2022,May,Kolkata,TVS,Photon HX,1774,96,127,68414
2022,May,Kolkata,TVS,Chetak,4196,91,56,45343
2022,May,Kolkata,TVS,iQube,1355,97,105,56253
2022,Jun,Mumbai,Ather,450X,4997,96,104,48650
2022,Jun,Mumbai,Ather,S1 Pro,3191,98,114,60042
2022,Jun,Mumbai,Ather,Photon HX,1478,50,114,99173
2022,Jun,Mumbai,Ather,Chetak,2759,91,80,92399
2022,Jun,Mumbai,Ather,iQube,4680,50,118,147674
2022,Jun,Mumbai,Ola Electric,450X,173,81,112,84530
2022,Jun,Mumbai,Ola Electric,S1 Pro,3967,43,72,133863
2022,Jun,Mumbai,Ola Electric,Photon HX,3454,83,59,80891
2022,Jun,Mumbai,Ola Electric,Chetak,1278,97,111,69183
2022,Jun,Mumbai,Ola Electric,iQube,2702,50,103,120391
2022,Jun,Mumbai,Hero Electric,450X,1880,74,75,86199
2022,Jun,Mumbai,Hero Electric,S1 Pro,935,49,97,108982
2022,Jun,Mumbai,Hero Electric,Photon HX,2965,55,91,62415
2022,Jun,Mumbai,Hero Electric,Chetak,1839,88,83,143664
2022,Jun,Mumbai,Hero Electric,iQube,3089,62,125,121603
2022,Jun,Mumbai,Bajaj,450X,4762,75,78,63941
2022,Jun,Mumbai,Bajaj,S1 Pro,3080,93,112,64064
2022,Jun,Mumbai,Bajaj,Photon HX,3116,68,91,60127
2022,Jun,Mumbai,Bajaj,Chetak,969,88,78,64802
2022,Jun,Mumbai,Bajaj,iQube,2741,53,57,59244
2022,Jun,Mumbai,TVS,450X,971,93,66,137973
2022,Jun,Mumbai,TVS,S1 Pro,681,81,95,65170
2022,Jun,Mumbai,TVS,Photon HX,4152,71,85,136899
2022,Jun,Mumbai,TVS,Chetak,1305,54,57,64126
2022,Jun,Mumbai,TVS,iQube,3836,90,102,122824
2022,Jun,Delhi,Ather,450X,4661,44,99,94025
2022,Jun,Delhi,Ather,S1 Pro,1205,41,66,89051
2022,Jun,Delhi,Ather,Photon HX,3679,94,80,51263
2022,Jun,Delhi,Ather,Chetak,1154,65,101,89076
2022,Jun,Delhi,Ather,iQube,2776,86,98,57954
2022,Jun,Delhi,Ola Electric,450X,354,72,63,144337
2022,Jun,Delhi,Ola Electric,S1 Pro,2124,65,80,65420
2022,Jun,Delhi,Ola Electric,Photon HX,236,45,72,82998
2022,Jun,Delhi,Ola Electric,Chetak,3250,56,104,51341
2022,Jun,Delhi,Ola Electric,iQube,4594,58,98,128114
2022,Jun,Delhi,Hero Electric,450X,871,56,94,93284
2022,Jun,Delhi,Hero Electric,S1 Pro,1832,95,75,131836
2022,Jun,Delhi,Hero Electric,Photon HX,875,83,114,112403
2022,Jun,Delhi,Hero Electric,Chetak,721,45,104,86885
2022,Jun,Delhi,Hero Electric,iQube,4519,61,85,109725
2022,Jun,Delhi,Bajaj,450X,4852,41,108,100507
2022,Jun,Delhi,Bajaj,S1 Pro,2575,48,74,117387
2022,Jun,Delhi,Bajaj,Photon HX,717,70,121,61824
2022,Jun,Delhi,Bajaj,Chetak,4442,40,101,48349
2022,Jun,Delhi,Bajaj,iQube,1648,46,66,57440
2022,Jun,Delhi,TVS,450X,3245,81,121,146856
2022,Jun,Delhi,TVS,S1 Pro,4042,73,125,121082
2022,Jun,Delhi,TVS,Photon HX,1560,62,84,54421
2022,Jun,Delhi,TVS,Chetak,2002,83,96,89608
2022,Jun,Delhi,TVS,iQube,4111,70,110,88127
2022,Jun,Bangalore,Ather,450X,2450,80,94,96437
2022,Jun,Bangalore,Ather,S1 Pro,3487,58,102,138309
2022,Jun,Bangalore,Ather,Photon HX,2848,50,127,72637
2022,Jun,Bangalore,Ather,Chetak,3107,97,70,146989
2022,Jun,Bangalore,Ather,iQube,3912,62,63,135363
2022,Jun,Bangalore,Ola Electric,450X,4336,98,104,143861
2022,Jun,Bangalore,Ola Electric,S1 Pro,3775,60,103,59247
2022,Jun,Bangalore,Ola Electric,Photon HX,3841,83,111,88048
2022,Jun,Bangalore,Ola Electric,Chetak,4836,40,70,96735
2022,Jun,Bangalore,Ola Electric,iQube,3780,86,127,72705
2022,Jun,Bangalore,Hero Electric,450X,176,63,61,94663
2022,Jun,Bangalore,Hero Electric,S1 Pro,2703,88,99,85738
2022,Jun,Bangalore,Hero Electric,Photon HX,4834,88,104,110681
2022,Jun,Bangalore,Hero Electric,Chetak,1772,86,127,64318
2022,Jun,Bangalore,Hero Electric,iQube,384,92,98,117124
2022,Jun,Bangalore,Bajaj,450X,4700,98,90,139945
2022,Jun,Bangalore,Bajaj,S1 Pro,3505,99,76,49694
2022,Jun,Bangalore,Bajaj,Photon HX,356,89,73,122275
2022,Jun,Bangalore,Bajaj,Chetak,3325,80,93,97573
2022,Jun,Bangalore,Bajaj,iQube,3118,68,106,64592
2022,Jun,Bangalore,TVS,450X,3763,44,61,146730
2022,Jun,Bangalore,TVS,S1 Pro,753,78,55,45157
2022,Jun,Bangalore,TVS,Photon HX,4028,86,99,96028
2022,Jun,Bangalore,TVS,Chetak,2660,41,67,117748
2022,Jun,Bangalore,TVS,iQube,2821,59,84,142032
2022,Jun,Chennai,Ather,450X,323,88,71,148085
2022,Jun,Chennai,Ather,S1 Pro,1350,52,86,118306
2022,Jun,Chennai,Ather,Photon HX,3219,52,93,98676
2022,Jun,Chennai,Ather,Chetak,137,45,98,46579
2022,Jun,Chennai,Ather,iQube,4023,57,55,72375
2022,Jun,Chennai,Ola Electric,450X,4252,98,124,136899
2022,Jun,Chennai,Ola Electric,S1 Pro,3434,84,73,53712
2022,Jun,Chennai,Ola Electric,Photon HX,3202,42,93,92906
2022,Jun,Chennai,Ola Electric,Chetak,3747,51,84,52487
2022,Jun,Chennai,Ola Electric,iQube,3926,87,61,90389
2022,Jun,Chennai,Hero Electric,450X,1828,83,106,48749
2022,Jun,Chennai,Hero Electric,S1 Pro,2553,72,81,145487
2022,Jun,Chennai,Hero Electric,Photon HX,3321,93,90,61307
2022,Jun,Chennai,Hero Electric,Chetak,3318,41,119,71208
2022,Jun,Chennai,Hero Electric,iQube,4473,100,124,69992
2022,Jun,Chennai,Bajaj,450X,125,75,60,89932
2022,Jun,Chennai,Bajaj,S1 Pro,4284,61,56,78417
2022,Jun,Chennai,Bajaj,Photon HX,3138,43,109,145714
2022,Jun,Chennai,Bajaj,Chetak,1376,48,123,111057
2022,Jun,Chennai,Bajaj,iQube,4800,52,79,67890
2022,Jun,Chennai,TVS,450X,3573,58,58,129434
2022,Jun,Chennai,TVS,S1 Pro,2233,92,105,127841
2022,Jun,Chennai,TVS,Photon HX,1501,77,59,141088
2022,Jun,Chennai,TVS,Chetak,1190,54,112,141647
2022,Jun,Chennai,TVS,iQube,4271,84,120,100265
2022,Jun,Kolkata,Ather,450X,3354,48,105,121577
2022,Jun,Kolkata,Ather,S1 Pro,1923,60,91,135664
2022,Jun,Kolkata,Ather,Photon HX,2021,66,124,45784
2022,Jun,Kolkata,Ather,Chetak,439,96,55,107217
2022,Jun,Kolkata,Ather,iQube,1398,84,94,136530
2022,Jun,Kolkata,Ola Electric,450X,466,55,96,83336
2022,Jun,Kolkata,Ola Electric,S1 Pro,335,77,99,72277
2022,Jun,Kolkata,Ola Electric,Photon HX,3327,81,94,139785
2022,Jun,Kolkata,Ola Electric,Chetak,4434,92,86,96087
2022,Jun,Kolkata,Ola Electric,iQube,652,95,69,129808
2022,Jun,Kolkata,Hero Electric,450X,2178,96,121,52781
2022,Jun,Kolkata,Hero Electric,S1 Pro,429,64,121,72470
2022,Jun,Kolkata,Hero Electric,Photon HX,538,44,86,71437
2022,Jun,Kolkata,Hero Electric,Chetak,1446,79,56,144589
2022,Jun,Kolkata,Hero Electric,iQube,2422,84,57,128545
2022,Jun,Kolkata,Bajaj,450X,732,40,88,103992
2022,Jun,Kolkata,Bajaj,S1 Pro,4601,86,72,114616
2022,Jun,Kolkata,Bajaj,Photon HX,2154,52,76,106287
2022,Jun,Kolkata,Bajaj,Chetak,849,78,103,60719
2022,Jun,Kolkata,Bajaj,iQube,368,77,73,51510
2022,Jun,Kolkata,TVS,450X,2721,86,67,81214
2022,Jun,Kolkata,TVS,S1 Pro,289,79,99,75105
2022,Jun,Kolkata,TVS,Photon HX,2740,64,96,116800
2022,Jun,Kolkata,TVS,Chetak,4341,41,124,104259
2022,Jun,Kolkata,TVS,iQube,685,61,56,56005
2022,Jul,Mumbai,Ather,450X,2560,41,94,64333
2022,Jul,Mumbai,Ather,S1 Pro,1378,75,117,109022
2022,Jul,Mumbai,Ather,Photon HX,4936,71,116,129425
2022,Jul,Mumbai,Ather,Chetak,3241,49,90,114802
2022,Jul,Mumbai,Ather,iQube,424,86,70,120355
2022,Jul,Mumbai,Ola Electric,450X,4366,73,70,87738
2022,Jul,Mumbai,Ola Electric,S1 Pro,818,43,108,144095
2022,Jul,Mumbai,Ola Electric,Photon HX,758,47,99,137671
2022,Jul,Mumbai,Ola Electric,Chetak,180,42,96,121882
2022,Jul,Mumbai,Ola Electric,iQube,3508,75,88,57815
2022,Jul,Mumbai,Hero Electric,450X,3185,50,63,109540
2022,Jul,Mumbai,Hero Electric,S1 Pro,4490,77,103,101231
2022,Jul,Mumbai,Hero Electric,Photon HX,1876,42,93,96693
2022,Jul,Mumbai,Hero Electric,Chetak,3437,98,58,74860
2022,Jul,Mumbai,Hero Electric,iQube,1753,69,117,116013
2022,Jul,Mumbai,Bajaj,450X,4382,88,120,95042
2022,Jul,Mumbai,Bajaj,S1 Pro,2786,84,58,138388
2022,Jul,Mumbai,Bajaj,Photon HX,3182,61,83,48336
2022,Jul,Mumbai,Bajaj,Chetak,4531,84,79,91495
2022,Jul,Mumbai,Bajaj,iQube,4345,100,70,68346
2022,Jul,Mumbai,TVS,450X,2258,57,60,87112
2022,Jul,Mumbai,TVS,S1 Pro,1017,55,105,101300
2022,Jul,Mumbai,TVS,Photon HX,1947,93,102,119256
2022,Jul,Mumbai,TVS,Chetak,1229,63,81,133966
2022,Jul,Mumbai,TVS,iQube,263,62,57,100871
2022,Jul,Delhi,Ather,450X,769,59,104,96176
2022,Jul,Delhi,Ather,S1 Pro,1667,59,105,55331
2022,Jul,Delhi,Ather,Photon HX,1458,48,86,115531
2022,Jul,Delhi,Ather,Chetak,4776,60,123,149321
2022,Jul,Delhi,Ather,iQube,1802,66,89,57255
2022,Jul,Delhi,Ola Electric,450X,956,79,88,91886
2022,Jul,Delhi,Ola Electric,S1 Pro,2575,49,96,60756
2022,Jul,Delhi,Ola Electric,Photon HX,4512,46,61,85296
2022,Jul,Delhi,Ola Electric,Chetak,3178,44,103,59894
2022,Jul,Delhi,Ola Electric,iQube,1070,56,87,103043
2022,Jul,Delhi,Hero Electric,450X,3710,82,120,54826
2022,Jul,Delhi,Hero Electric,S1 Pro,104,73,104,53245
2022,Jul,Delhi,Hero Electric,Photon HX,1712,84,110,127554
2022,Jul,Delhi,Hero Electric,Chetak,835,52,94,140785
2022,Jul,Delhi,Hero Electric,iQube,1789,73,76,140302
2022,Jul,Delhi,Bajaj,450X,4818,49,74,103111
2022,Jul,Delhi,Bajaj,S1 Pro,2596,56,117,62950
2022,Jul,Delhi,Bajaj,Photon HX,2934,86,95,56124
2022,Jul,Delhi,Bajaj,Chetak,1384,44,105,80301
2022,Jul,Delhi,Bajaj,iQube,4667,91,122,120850
2022,Jul,Delhi,TVS,450X,984,47,86,87103
2022,Jul,Delhi,TVS,S1 Pro,1350,62,116,45200
2022,Jul,Delhi,TVS,Photon HX,2049,98,122,133848
2022,Jul,Delhi,TVS,Chetak,1874,91,84,104172
2022,Jul,Delhi,TVS,iQube,1697,48,87,106805
2022,Jul,Bangalore,Ather,450X,966,77,106,46291
2022,Jul,Bangalore,Ather,S1 Pro,2522,48,101,102066
2022,Jul,Bangalore,Ather,Photon HX,4485,90,93,93965
2022,Jul,Bangalore,Ather,Chetak,1414,70,68,146278
2022,Jul,Bangalore,Ather,iQube,1910,78,118,69989
2022,Jul,Bangalore,Ola Electric,450X,1370,88,114,77857
2022,Jul,Bangalore,Ola Electric,S1 Pro,869,58,110,87845
2022,Jul,Bangalore,Ola Electric,Photon HX,262,49,82,76224
2022,Jul,Bangalore,Ola Electric,Chetak,2605,98,55,122001
2022,Jul,Bangalore,Ola Electric,iQube,3637,78,98,122049
2022,Jul,Bangalore,Hero Electric,450X,3819,80,88,89795
2022,Jul,Bangalore,Hero Electric,S1 Pro,2947,47,68,109683
2022,Jul,Bangalore,Hero Electric,Photon HX,2970,91,70,58703
2022,Jul,Bangalore,Hero Electric,Chetak,198,64,120,93266
2022,Jul,Bangalore,Hero Electric,iQube,3008,48,55,69524
2022,Jul,Bangalore,Bajaj,450X,3673,79,79,50086
2022,Jul,Bangalore,Bajaj,S1 Pro,4040,79,61,119556
2022,Jul,Bangalore,Bajaj,Photon HX,3853,69,98,61194
2022,Jul,Bangalore,Bajaj,Chetak,139,83,59,85807
2022,Jul,Bangalore,Bajaj,iQube,2321,51,115,59660
2022,Jul,Bangalore,TVS,450X,3372,66,123,124329
2022,Jul,Bangalore,TVS,S1 Pro,1719,83,65,58267
2022,Jul,Bangalore,TVS,Photon HX,1748,79,72,80640
2022,Jul,Bangalore,TVS,Chetak,2618,94,91,85420
2022,Jul,Bangalore,TVS,iQube,1456,100,68,51248
2022,Jul,Chennai,Ather,450X,1543,91,100,51401
2022,Jul,Chennai,Ather,S1 Pro,2470,90,78,71361
2022,Jul,Chennai,Ather,Photon HX,4824,91,72,68889
2022,Jul,Chennai,Ather,Chetak,2687,90,94,129180
2022,Jul,Chennai,Ather,iQube,3853,69,79,108118
2022,Jul,Chennai,Ola Electric,450X,4246,91,117,94376
2022,Jul,Chennai,Ola Electric,S1 Pro,2962,88,55,70451
2022,Jul,Chennai,Ola Electric,Photon HX,3373,75,83,73934
2022,Jul,Chennai,Ola Electric,Chetak,3423,59,115,53970
2022,Jul,Chennai,Ola Electric,iQube,1482,79,67,98157
2022,Jul,Chennai,Hero Electric,450X,4521,69,110,132495
2022,Jul,Chennai,Hero Electric,S1 Pro,1997,58,58,73733
2022,Jul,Chennai,Hero Electric,Photon HX,4609,80,107,94125
2022,Jul,Chennai,Hero Electric,Chetak,2256,47,104,132600
2022,Jul,Chennai,Hero Electric,iQube,413,58,97,128730
2022,Jul,Chennai,Bajaj,450X,2571,48,75,65455
2022,Jul,Chennai,Bajaj,S1 Pro,3549,74,122,120390
2022,Jul,Chennai,Bajaj,Photon HX,229,71,102,89655
2022,Jul,Chennai,Bajaj,Chetak,398,91,73,82933
2022,Jul,Chennai,Bajaj,iQube,4915,50,75,76255
2022,Jul,Chennai,TVS,450X,4555,43,115,104944
2022,Jul,Chennai,TVS,S1 Pro,3141,58,82,112635
2022,Jul,Chennai,TVS,Photon HX,311,69,124,88264
2022,Jul,Chennai,TVS,Chetak,664,49,68,83175
2022,Jul,Chennai,TVS,iQube,3965,57,77,99945
2022,Jul,Kolkata,Ather,450X,4344,54,85,125280
2022,Jul,Kolkata,Ather,S1 Pro,3298,66,64,69522
2022,Jul,Kolkata,Ather,Photon HX,4763,85,117,102000
2022,Jul,Kolkata,Ather,Chetak,1387,50,119,140369
2022,Jul,Kolkata,Ather,iQube,402,76,76,123112
2022,Jul,Kolkata,Ola Electric,450X,3497,96,87,82539
2022,Jul,Kolkata,Ola Electric,S1 Pro,2838,51,94,85072
2022,Jul,Kolkata,Ola Electric,Photon HX,3093,84,82,107352
2022,Jul,Kolkata,Ola Electric,Chetak,3569,67,106,73119
2022,Jul,Kolkata,Ola Electric,iQube,3003,65,101,72881
2022,Jul,Kolkata,Hero Electric,450X,505,55,92,83381
2022,Jul,Kolkata,Hero Electric,S1 Pro,4188,98,123,61377
2022,Jul,Kolkata,Hero Electric,Photon HX,3445,99,58,75875
2022,Jul,Kolkata,Hero Electric,Chetak,1932,67,57,58173
2022,Jul,Kolkata,Hero Electric,iQube,4879,70,97,103583
2022,Jul,Kolkata,Bajaj,450X,2634,79,119,97327
2022,Jul,Kolkata,Bajaj,S1 Pro,3579,83,58,77566
2022,Jul,Kolkata,Bajaj,Photon HX,116,92,86,96845
2022,Jul,Kolkata,Bajaj,Chetak,1209,42,78,98966
2022,Jul,Kolkata,Bajaj,iQube,4909,95,104,104453
2022,Jul,Kolkata,TVS,450X,4297,85,100,145078
2022,Jul,Kolkata,TVS,S1 Pro,1907,62,92,84789
2022,Jul,Kolkata,TVS,Photon HX,254,53,75,118374
2022,Jul,Kolkata,TVS,Chetak,1979,69,121,83629
2022,Jul,Kolkata,TVS,iQube,2372,82,89,75975
2022,Aug,Mumbai,Ather,450X,4280,91,114,49790
2022,Aug,Mumbai,Ather,S1 Pro,1234,40,74,68093
2022,Aug,Mumbai,Ather,Photon HX,4147,81,82,51317
2022,Aug,Mumbai,Ather,Chetak,853,73,125,53212
2022,Aug,Mumbai,Ather,iQube,412,55,100,141473
2022,Aug,Mumbai,Ola Electric,450X,2579,72,76,45156
2022,Aug,Mumbai,Ola Electric,S1 Pro,4194,84,71,91744
2022,Aug,Mumbai,Ola Electric,Photon HX,3121,96,74,96769
2022,Aug,Mumbai,Ola Electric,Chetak,1393,44,64,77647
2022,Aug,Mumbai,Ola Electric,iQube,106,70,127,102471
2022,Aug,Mumbai,Hero Electric,450X,2940,72,55,51869
2022,Aug,Mumbai,Hero Electric,S1 Pro,3938,92,112,107950
2022,Aug,Mumbai,Hero Electric,Photon HX,3448,79,117,122243
2022,Aug,Mumbai,Hero Electric,Chetak,2738,95,63,91534
2022,Aug,Mumbai,Hero Electric,iQube,297,93,116,125853
2022,Aug,Mumbai,Bajaj,450X,2121,42,107,112865
2022,Aug,Mumbai,Bajaj,S1 Pro,489,94,67,54946
2022,Aug,Mumbai,Bajaj,Photon HX,4465,55,79,63416
2022,Aug,Mumbai,Bajaj,Chetak,4822,83,100,100166
2022,Aug,Mumbai,Bajaj,iQube,1321,96,68,140023
2022,Aug,Mumbai,TVS,450X,2475,75,73,130944
2022,Aug,Mumbai,TVS,S1 Pro,803,64,67,46215
2022,Aug,Mumbai,TVS,Photon HX,4117,59,85,148406
2022,Aug,Mumbai,TVS,Chetak,212,57,107,117061
2022,Aug,Mumbai,TVS,iQube,2060,56,112,116650
2022,Aug,Delhi,Ather,450X,3123,50,108,139570
2022,Aug,Delhi,Ather,S1 Pro,4522,94,74,137303
2022,Aug,Delhi,Ather,Photon HX,1617,48,105,53752
2022,Aug,Delhi,Ather,Chetak,1446,40,92,95990
2022,Aug,Delhi,Ather,iQube,766,47,61,54691
2022,Aug,Delhi,Ola Electric,450X,4069,40,78,120286
2022,Aug,Delhi,Ola Electric,S1 Pro,3217,73,56,71125
2022,Aug,Delhi,Ola Electric,Photon HX,4915,95,95,97900
2022,Aug,Delhi,Ola Electric,Chetak,1416,44,97,86209
2022,Aug,Delhi,Ola Electric,iQube,3397,93,91,102839
2022,Aug,Delhi,Hero Electric,450X,223,68,117,56629
2022,Aug,Delhi,Hero Electric,S1 Pro,1480,81,117,146147
2022,Aug,Delhi,Hero Electric,Photon HX,1885,75,125,63559
2022,Aug,Delhi,Hero Electric,Chetak,4811,90,93,74335
2022,Aug,Delhi,Hero Electric,iQube,2033,86,119,45179
2022,Aug,Delhi,Bajaj,450X,1439,94,82,148459
2022,Aug,Delhi,Bajaj,S1 Pro,3102,75,113,84293
2022,Aug,Delhi,Bajaj,Photon HX,4103,100,104,55652
2022,Aug,Delhi,Bajaj,Chetak,2506,62,97,59250
2022,Aug,Delhi,Bajaj,iQube,1008,42,81,78278
2022,Aug,Delhi,TVS,450X,607,67,75,48775
2022,Aug,Delhi,TVS,S1 Pro,3315,41,112,113543
2022,Aug,Delhi,TVS,Photon HX,3003,79,60,119264
2022,Aug,Delhi,TVS,Chetak,2187,51,112,118510
2022,Aug,Delhi,TVS,iQube,3239,44,85,94762
2022,Aug,Bangalore,Ather,450X,3169,73,106,58455
2022,Aug,Bangalore,Ather,S1 Pro,623,87,113,105670
2022,Aug,Bangalore,Ather,Photon HX,4196,69,105,149819
2022,Aug,Bangalore,Ather,Chetak,434,79,64,143041
2022,Aug,Bangalore,Ather,iQube,1984,48,101,75430
2022,Aug,Bangalore,Ola Electric,450X,1197,90,86,63243
2022,Aug,Bangalore,Ola Electric,S1 Pro,1470,50,61,113903
2022,Aug,Bangalore,Ola Electric,Photon HX,1102,89,126,65448
2022,Aug,Bangalore,Ola Electric,Chetak,4621,59,99,137090
2022,Aug,Bangalore,Ola Electric,iQube,4482,65,100,127357
2022,Aug,Bangalore,Hero Electric,450X,2970,99,62,105755
2022,Aug,Bangalore,Hero Electric,S1 Pro,1045,100,83,66775
2022,Aug,Bangalore,Hero Electric,Photon HX,713,83,107,105773
2022,Aug,Bangalore,Hero Electric,Chetak,3802,44,84,144416
2022,Aug,Bangalore,Hero Electric,iQube,2238,55,56,87749
2022,Aug,Bangalore,Bajaj,450X,4175,59,120,101094
2022,Aug,Bangalore,Bajaj,S1 Pro,3587,69,109,63161
2022,Aug,Bangalore,Bajaj,Photon HX,2487,72,81,69810
2022,Aug,Bangalore,Bajaj,Chetak,1213,78,122,61124
2022,Aug,Bangalore,Bajaj,iQube,609,90,115,57033
2022,Aug,Bangalore,TVS,450X,2710,43,113,102572
2022,Aug,Bangalore,TVS,S1 Pro,3286,91,111,118815
2022,Aug,Bangalore,TVS,Photon HX,3726,62,99,110943
2022,Aug,Bangalore,TVS,Chetak,626,90,87,50618
2022,Aug,Bangalore,TVS,iQube,2539,75,71,79544
2022,Aug,Chennai,Ather,450X,4203,97,75,66595
2022,Aug,Chennai,Ather,S1 Pro,1925,61,109,68633
2022,Aug,Chennai,Ather,Photon HX,332,63,61,120332
2022,Aug,Chennai,Ather,Chetak,838,69,89,126902
2022,Aug,Chennai,Ather,iQube,525,74,60,91029
2022,Aug,Chennai,Ola Electric,450X,397,43,99,56608
2022,Aug,Chennai,Ola Electric,S1 Pro,3057,94,95,77882
2022,Aug,Chennai,Ola Electric,Photon HX,278,89,90,93793
2022,Aug,Chennai,Ola Electric,Chetak,4680,40,114,55404
2022,Aug,Chennai,Ola Electric,iQube,226,62,78,114182
2022,Aug,Chennai,Hero Electric,450X,3597,79,106,60760
2022,Aug,Chennai,Hero Electric,S1 Pro,1779,85,105,94161
2022,Aug,Chennai,Hero Electric,Photon HX,2876,95,104,64401
2022,Aug,Chennai,Hero Electric,Chetak,1393,66,75,110943
2022,Aug,Chennai,Hero Electric,iQube,2520,57,79,85815
2022,Aug,Chennai,Bajaj,450X,1527,61,91,141358
2022,Aug,Chennai,Bajaj,S1 Pro,371,82,98,142776
2022,Aug,Chennai,Bajaj,Photon HX,1451,58,94,149858
2022,Aug,Chennai,Bajaj,Chetak,888,91,74,126848
2022,Aug,Chennai,Bajaj,iQube,385,73,100,58148
2022,Aug,Chennai,TVS,450X,2047,70,61,61273
2022,Aug,Chennai,TVS,S1 Pro,3191,62,120,82857
2022,Aug,Chennai,TVS,Photon HX,2211,52,72,132320
2022,Aug,Chennai,TVS,Chetak,1008,76,97,97015
2022,Aug,Chennai,TVS,iQube,2034,54,125,103101
2022,Aug,Kolkata,Ather,450X,3587,93,123,129081
2022,Aug,Kolkata,Ather,S1 Pro,4309,54,73,51315
2022,Aug,Kolkata,Ather,Photon HX,111,42,122,77788
2022,Aug,Kolkata,Ather,Chetak,1625,86,123,143582
2022,Aug,Kolkata,Ather,iQube,216,89,112,116853
2022,Aug,Kolkata,Ola Electric,450X,4404,61,104,79754
2022,Aug,Kolkata,Ola Electric,S1 Pro,1897,56,85,86393
2022,Aug,Kolkata,Ola Electric,Photon HX,158,75,72,130335
2022,Aug,Kolkata,Ola Electric,Chetak,4970,96,103,92887
2022,Aug,Kolkata,Ola Electric,iQube,4748,100,88,80243
2022,Aug,Kolkata,Hero Electric,450X,1353,43,68,83046
2022,Aug,Kolkata,Hero Electric,S1 Pro,1924,91,124,72820
2022,Aug,Kolkata,Hero Electric,Photon HX,1545,51,123,70836
2022,Aug,Kolkata,Hero Electric,Chetak,4589,72,66,110409
2022,Aug,Kolkata,Hero Electric,iQube,1435,45,78,102372
2022,Aug,Kolkata,Bajaj,450X,2506,76,71,82931
2022,Aug,Kolkata,Bajaj,S1 Pro,1222,93,100,57327
2022,Aug,Kolkata,Bajaj,Photon HX,4723,80,55,66047
2022,Aug,Kolkata,Bajaj,Chetak,1948,90,93,122501
2022,Aug,Kolkata,Bajaj,iQube,3263,63,122,77050
2022,Aug,Kolkata,TVS,450X,4934,70,101,120976
2022,Aug,Kolkata,TVS,S1 Pro,1910,84,73,120840
2022,Aug,Kolkata,TVS,Photon HX,899,49,98,116145
2022,Aug,Kolkata,TVS,Chetak,2303,43,68,99410
2022,Aug,Kolkata,TVS,iQube,1271,58,66,79164
2022,Sep,Mumbai,Ather,450X,3264,84,92,113772
2022,Sep,Mumbai,Ather,S1 Pro,1542,54,127,102269
2022,Sep,Mumbai,Ather,Photon HX,2664,65,55,86723
2022,Sep,Mumbai,Ather,Chetak,3575,94,88,109554
2022,Sep,Mumbai,Ather,iQube,3263,91,69,149030
2022,Sep,Mumbai,Ola Electric,450X,4184,53,70,107225
2022,Sep,Mumbai,Ola Electric,S1 Pro,3156,40,114,99102
2022,Sep,Mumbai,Ola Electric,Photon HX,2804,73,63,121722
2022,Sep,Mumbai,Ola Electric,Chetak,2911,68,59,137372
2022,Sep,Mumbai,Ola Electric,iQube,1639,94,109,102200
2022,Sep,Mumbai,Hero Electric,450X,253,96,88,126651
2022,Sep,Mumbai,Hero Electric,S1 Pro,4287,55,100,62458
2022,Sep,Mumbai,Hero Electric,Photon HX,3060,58,56,130757
2022,Sep,Mumbai,Hero Electric,Chetak,1918,77,99,66060
2022,Sep,Mumbai,Hero Electric,iQube,1276,90,108,105765
2022,Sep,Mumbai,Bajaj,450X,1400,96,108,114097
2022,Sep,Mumbai,Bajaj,S1 Pro,1020,89,95,110882
2022,Sep,Mumbai,Bajaj,Photon HX,1157,52,97,95369
2022,Sep,Mumbai,Bajaj,Chetak,2289,72,115,147964
